3.8760472E+00	5.1889721E+00	1.6602356E+00	2.1193737E-01	0.0000000E+00
3.2279905E+00	4.6811691E+00	1.4693496E+00	2.4611012E-01	0.0000000E+00
3.7153595E+00	5.3654886E+00	1.5083478E+00	2.3250016E-01	0.0000000E+00
3.3158748E+00	5.0122011E+00	1.4989376E+00	2.0170725E-01	0.0000000E+00
3.2568599E+00	7.0702042E+00	4.7918252E+00	1.4704444E+00	1.0000000E+00
3.2295192E+00	6.4737797E+00	4.5801284E+00	1.5949115E+00	1.0000000E+00
3.1513333E+00	6.9029101E+00	4.9446523E+00	1.5902054E+00	1.0000000E+00
2.3432164E+00	5.5596160E+00	4.0491001E+00	1.3280813E+00	1.0000000E+00
2.8629180E+00	6.5500998E+00	4.6133837E+00	1.5077236E+00	1.0000000E+00
2.8052828E+00	5.7396430E+00	4.5307328E+00	1.3234637E+00	1.0000000E+00
3.3512431E+00	6.3992772E+00	4.7598275E+00	1.6360461E+00	1.0000000E+00
2.4325255E+00	4.9283717E+00	3.3093526E+00	1.0831529E+00	1.0000000E+00
2.9007846E+00	6.6055467E+00	4.6023079E+00	1.3147340E+00	1.0000000E+00
2.7252409E+00	5.2152000E+00	3.9433124E+00	1.4893971E+00	1.0000000E+00
2.0020454E+00	5.0467768E+00	3.5510767E+00	1.0220861E+00	1.0000000E+00
3.0042396E+00	5.9741190E+00	4.2959689E+00	1.5520799E+00	1.0000000E+00
2.2880185E+00	6.0649203E+00	4.0479976E+00	1.0887076E+00	1.0000000E+00
2.9259247E+00	6.1726794E+00	4.7617325E+00	1.4663328E+00	1.0000000E+00
2.9548243E+00	5.6516173E+00	3.6451100E+00	1.3133255E+00	1.0000000E+00
3.1591117E+00	6.7767935E+00	4.4530850E+00	1.4024910E+00	1.0000000E+00
3.0588435E+00	5.6956664E+00	4.5890595E+00	1.5752051E+00	1.0000000E+00
2.7398879E+00	5.8284416E+00	4.1348220E+00	1.0058557E+00	1.0000000E+00
2.2737921E+00	6.2411357E+00	4.5589807E+00	1.5084995E+00	1.0000000E+00
2.5604946E+00	5.6720155E+00	3.9956406E+00	1.1968283E+00	1.0000000E+00
3.2045230E+00	5.9181775E+00	4.8190289E+00	1.8527465E+00	1.0000000E+00
2.8128232E+00	6.1460971E+00	4.0304635E+00	1.3000095E+00	1.0000000E+00
2.5476395E+00	6.3699328E+00	4.9199845E+00	1.5882043E+00	1.0000000E+00
2.8346750E+00	6.1054686E+00	4.7878583E+00	1.2714598E+00	1.0000000E+00
2.9333136E+00	6.4912877E+00	4.3724200E+00	1.3167463E+00	1.0000000E+00
3.0155800E+00	6.6501879E+00	4.4774640E+00	1.4975133E+00	1.0000000E+00
2.8955501E+00	6.8689603E+00	4.8901952E+00	1.4129098E+00	1.0000000E+00
3.0727400E+00	6.7079651E+00	5.0016920E+00	1.7219667E+00	1.0000000E+00
2.9424033E+00	6.0445045E+00	4.5374986E+00	1.5715136E+00	1.0000000E+00
2.6637372E+00	5.7362730E+00	3.5241584E+00	1.0102091E+00	1.0000000E+00
2.4244231E+00	5.5670107E+00	3.8540178E+00	1.1593440E+00	1.0000000E+00
2.4833235E+00	5.5085280E+00	3.7679702E+00	1.0773659E+00	1.0000000E+00
2.7002929E+00	5.8723741E+00	3.9676624E+00	1.2485955E+00	1.0000000E+00
2.7431544E+00	6.0548241E+00	5.1381230E+00	1.6827298E+00	1.0000000E+00
3.0096323E+00	5.4349585E+00	4.5187790E+00	1.5992032E+00	1.0000000E+00
3.4257753E+00	6.0013442E+00	4.5698176E+00	1.6413810E+00	1.0000000E+00
3.1113063E+00	6.7977225E+00	4.7465921E+00	1.5517088E+00	1.0000000E+00
2.3169067E+00	6.3328590E+00	4.4052982E+00	1.3424061E+00	1.0000000E+00
3.0778244E+00	5.6520445E+00	4.1948080E+00	1.3471648E+00	1.0000000E+00
2.5553458E+00	5.5429980E+00	4.0599264E+00	1.3552137E+00	1.0000000E+00
2.6012641E+00	5.5724534E+00	4.4266212E+00	1.2926645E+00	1.0000000E+00
3.0596351E+00	6.1793583E+00	4.6815209E+00	1.4835253E+00	1.0000000E+00
2.6798051E+00	5.8764628E+00	4.0744851E+00	1.2864767E+00	1.0000000E+00
2.3207136E+00	5.0243674E+00	3.3823362E+00	1.0478180E+00	1.0000000E+00
2.7560392E+00	5.6251480E+00	4.2404153E+00	1.3391932E+00	1.0000000E+00
3.0968838E+00	5.7431951E+00	4.2641813E+00	1.2873475E+00	1.0000000E+00
2.9247291E+00	5.7674293E+00	4.2284719E+00	1.3819564E+00	1.0000000E+00
2.9460072E+00	6.2679348E+00	4.3943772E+00	1.3775166E+00	1.0000000E+00
2.5699889E+00	5.1187597E+00	3.0586676E+00	1.1790334E+00	1.0000000E+00
2.8936035E+00	5.7311962E+00	4.1665081E+00	1.3683223E+00	1.0000000E+00
3.3089424E+00	6.3644543E+00	6.0915733E+00	2.5771235E+00	2.0000000E+00
2.7386875E+00	5.8648435E+00	5.1948135E+00	1.9422928E+00	2.0000000E+00
3.0886295E+00	7.1474052E+00	5.9713065E+00	2.1071683E+00	2.0000000E+00
2.9185437E+00	6.3204357E+00	5.6423445E+00	1.8970702E+00	2.0000000E+00
3.0977692E+00	6.5800335E+00	5.8739755E+00	2.2460323E+00	2.0000000E+00
3.0660154E+00	7.6814694E+00	6.6489904E+00	2.1577810E+00	2.0000000E+00
2.5107312E+00	4.9162941E+00	4.5407182E+00	1.7372157E+00	2.0000000E+00
2.9309605E+00	7.3648843E+00	6.3592575E+00	1.8522461E+00	2.0000000E+00
2.5187070E+00	6.7591750E+00	5.8774727E+00	1.8974497E+00	2.0000000E+00
3.6379432E+00	7.2097041E+00	6.1926853E+00	2.5330226E+00	2.0000000E+00
3.2661319E+00	6.5462131E+00	5.1322237E+00	2.0599316E+00	2.0000000E+00
2.7800405E+00	6.4079380E+00	5.3838356E+00	1.9418080E+00	2.0000000E+00
3.0599770E+00	6.8588441E+00	5.5847755E+00	2.1206394E+00	2.0000000E+00
2.5272322E+00	5.7242380E+00	5.0687842E+00	2.0602898E+00	2.0000000E+00
2.8667918E+00	5.8190088E+00	5.1847108E+00	2.4592193E+00	2.0000000E+00
3.2525588E+00	6.4996298E+00	5.3536864E+00	2.3321161E+00	2.0000000E+00
3.0100596E+00	6.5281543E+00	5.5171382E+00	1.8902910E+00	2.0000000E+00
3.8687924E+00	7.7772580E+00	6.7003310E+00	2.2510418E+00	2.0000000E+00
2.6172729E+00	7.7884463E+00	6.9347277E+00	2.3403692E+00	2.0000000E+00
2.2777502E+00	6.0826290E+00	5.0130118E+00	1.5286846E+00	2.0000000E+00
3.2000016E+00	6.9338369E+00	5.7006110E+00	2.3486519E+00	2.0000000E+00
2.8548709E+00	5.6655144E+00	4.9154510E+00	2.0786540E+00	2.0000000E+00
2.8910809E+00	7.7150636E+00	6.7680334E+00	2.0274015E+00	2.0000000E+00
2.7361103E+00	6.3479656E+00	4.9392178E+00	1.8883340E+00	2.0000000E+00
3.3222764E+00	6.7958690E+00	5.7216688E+00	2.1349981E+00	2.0000000E+00
3.2761173E+00	7.2004658E+00	6.0751238E+00	1.8156282E+00	2.0000000E+00
2.8924806E+00	6.2933944E+00	4.8678084E+00	1.8890369E+00	2.0000000E+00
3.0333240E+00	6.1699019E+00	4.9592050E+00	1.8679044E+00	2.0000000E+00
2.8920500E+00	6.4982575E+00	5.6439034E+00	2.1379478E+00	2.0000000E+00
3.0021250E+00	7.2263808E+00	5.8294660E+00	1.6824957E+00	2.0000000E+00
2.8024043E+00	7.4353972E+00	6.1022063E+00	1.9818894E+00	2.0000000E+00
3.8910375E+00	7.9528335E+00	6.4402054E+00	2.0749438E+00	2.0000000E+00
2.8164015E+00	6.4795806E+00	5.6561366E+00	2.2589604E+00	2.0000000E+00
2.8831155E+00	6.3434387E+00	5.1719669E+00	1.5589120E+00	2.0000000E+00
2.6800039E+00	6.1938172E+00	5.6596668E+00	1.4360165E+00	2.0000000E+00
3.0143588E+00	7.7829518E+00	6.1940900E+00	2.3013068E+00	2.0000000E+00
3.4555813E+00	6.3857928E+00	5.6326364E+00	2.4042476E+00	2.0000000E+00
3.1744430E+00	6.4916516E+00	5.5152685E+00	1.8161674E+00	2.0000000E+00
3.0340987E+00	6.0621873E+00	4.8211268E+00	1.8432514E+00	2.0000000E+00
3.1728895E+00	6.9462665E+00	5.4123429E+00	2.1352070E+00	2.0000000E+00
3.1332403E+00	6.7812699E+00	5.6607708E+00	2.4988512E+00	2.0000000E+00
3.1404237E+00	6.9112125E+00	5.1796523E+00	2.3136878E+00	2.0000000E+00
2.7396583E+00	5.8831389E+00	5.1357765E+00	1.9347013E+00	2.0000000E+00
3.2944040E+00	6.8283671E+00	5.9498213E+00	2.3024203E+00	2.0000000E+00
3.3402902E+00	6.7942622E+00	5.7722221E+00	2.5763084E+00	2.0000000E+00
3.0282020E+00	6.7997386E+00	5.2847303E+00	2.3088859E+00	2.0000000E+00
2.5873023E+00	6.3603635E+00	5.0778827E+00	1.9071244E+00	2.0000000E+00
3.0142411E+00	6.5514822E+00	5.2532499E+00	2.0575521E+00	2.0000000E+00
3.4184766E+00	6.2603127E+00	5.4165338E+00	2.3144559E+00	2.0000000E+00

