ID,Prob1
246, 0.43
247, 0.23
248, 0.40
249, 0.23
250, 0.26
251, 0.53
252, 0.22
253, 0.25
254, 0.26
255, 0.57
256, 0.75
257, 0.38
258, 0.38
259, 0.76
260, 0.20
261, 0.22
262, 0.33
263, 0.32
264, 0.45
265, 0.33
266, 0.21
267, 0.19
268, 0.39
269, 0.04
270, 0.17
271, 0.31
272, 0.42
273, 0.30
274, 0.62
275, 0.30
276, 0.22
277, 0.31
278, 0.27
279, 0.23
280, 0.23
281, 0.35
282, 0.35
283, 0.28
284, 0.43
285, 0.37
286, 0.23
287, 0.21
288, 0.16
289, 0.25
290, 0.44
291, 0.24
292, 0.22
293, 0.18
294, 0.28
295, 0.23
296, 0.40
297, 0.39
298, 0.62
299, 0.17
300, 0.24
301, 0.16
302, 0.60
303, 0.22
304, 0.19
305, 0.18
306, 0.19
307, 0.24
308, 0.19
309, 0.15
310, 0.31
311, 0.26
312, 0.22
313, 0.35
314, 0.49
315, 0.36
316, 0.21
317, 0.17
318, 0.23
319, 0.21
320, 0.26
321, 0.20
322, 0.22
323, 0.20
324, 0.11
325, 0.21
326, 0.30
327, 0.26
328, 0.68
329, 0.69
330, 0.51
331, 0.18
332, 0.44
333, 0.24
334, 0.27
335, 0.21
336, 0.37
337, 0.37
338, 0.46
339, 0.18
340, 0.43
341, 0.38
342, 0.32
343, 0.19
344, 0.40
345, 0.22
346, 0.22
347, 0.18
348, 0.22
349, 0.27
350, 0.25
351, 0.27
352, 0.32
353, 0.18
354, 0.32
355, 0.18
356, 0.65
357, 0.38
358, 0.16
359, 0.27
360, 0.47
361, 0.38
362, 0.20
363, 0.39
364, 0.34
365, 0.68
366, 0.61
367, 0.23
368, 0.32
369, 0.36
370, 0.15
371, 0.34
372, 0.35
373, 0.24
374, 0.41
375, 0.54
376, 0.60
377, 0.32
378, 0.16
379, 0.42
380, 0.65
381, 0.17
382, 0.22
383, 0.22
384, 0.48
385, 0.16
386, 0.36
387, 0.28
388, 0.27
389, 0.46
390, 0.19
391, 0.17
392, 0.29
393, 0.65
394, 0.36
395, 0.25
396, 0.18
397, 0.31
398, 0.33
399, 0.17
400, 0.18
401, 0.33
402, 0.59
403, 0.26
404, 0.33
405, 0.26
406, 0.25
407, 0.17
408, 0.22
409, 0.45
410, 0.26
411, 0.22
412, 0.18
413, 0.63
414, 0.35
415, 0.46
416, 0.30
417, 0.26
418, 0.17
419, 0.26
420, 0.56
421, 0.51
422, 0.30
423, 0.45
424, 0.39
425, 0.20
426, 0.34
427, 0.17
428, 0.37
429, 0.64
430, 0.24
431, 0.72
432, 0.26
433, 0.29
434, 0.39
435, 0.22
436, 0.49
437, 0.27
438, 0.48
439, 0.19
440, 0.47
441, 0.27
442, 0.25
443, 0.21
444, 0.35
445, 0.27
446, 0.29
447, 0.44
448, 0.19
449, 0.30
450, 0.79
451, 0.36
452, 0.28
453, 0.54
454, 0.28
455, 0.59
456, 0.45
457, 0.19
458, 0.10
459, 0.37
460, 0.20
461, 0.33
462, 0.26
463, 0.69
464, 0.18
465, 0.37
466, 0.33
467, 0.36
468, 0.28
469, 0.17
470, 0.40
471, 0.37
472, 0.18
473, 0.34
474, 0.27
475, 0.63
476, 0.18
477, 0.20
478, 0.35
479, 0.55
480, 0.19
481, 0.21
482, 0.23
483, 0.60
484, 0.57
485, 0.52
486, 0.38
487, 0.45
488, 0.56
489, 0.23
490, 0.14
491, 0.66
492, 0.32
493, 0.24
494, 0.24
495, 0.32
496, 0.25
497, 0.34
498, 0.75
499, 0.23
500, 0.21
501, 0.20
502, 0.65
503, 0.24
504, 0.17
505, 0.34
506, 0.24
507, 0.33
508, 0.45
509, 0.34
510, 0.15
511, 0.19
512, 0.27
513, 0.56
514, 0.21
515, 0.43
516, 0.28
517, 0.47
518, 0.79
519, 0.26
520, 0.25
521, 0.73
522, 0.46
523, 0.25
524, 0.33
525, 0.54
526, 0.61
527, 0.40
528, 0.18
529, 0.22
530, 0.22
531, 0.23
532, 0.44
533, 0.26
534, 0.40
535, 0.20
536, 0.46
537, 0.23
538, 0.38
539, 0.25
540, 0.21
541, 0.60
542, 0.29
543, 0.45
544, 0.24
545, 0.54
546, 0.24
547, 0.21
548, 0.20
549, 0.29
550, 0.39
551, 0.31
552, 0.39
553, 0.49
554, 0.26
555, 0.17
556, 0.49
557, 0.45
558, 0.31
559, 0.76
560, 0.23
561, 0.20
562, 0.01
563, 0.18
564, 0.34
565, 0.24
566, 0.19
567, 0.22
568, 0.47
569, 0.60
570, 0.15
571, 0.52
572, 0.15
573, 0.27
574, 0.79
575, 0.40
576, 0.34
577, 0.32
578, 0.20
579, 0.20
580, 0.23
581, 0.49
582, 0.27
583, 0.32
584, 0.23
585, 0.24
586, 0.27
587, 0.25
588, 0.45
589, 0.24
590, 0.81
591, 0.25
592, 0.24
593, 0.13
594, 0.51
595, 0.22
596, 0.43
597, 0.36
598, 0.36
599, 0.51
600, 0.50
601, 0.28
602, 0.36
603, 0.21
604, 0.35
605, 0.34
606, 0.46
607, 0.29
608, 0.40
609, 0.35
610, 0.51
611, 0.44
612, 0.22
613, 0.19
614, 0.44
615, 0.51
616, 0.70
617, 0.36
618, 0.59
619, 0.15
620, 0.24
621, 0.19
622, 0.50
623, 0.40
624, 0.21
625, 0.31
626, 0.28
627, 0.39
628, 0.24
629, 0.38
630, 0.24
631, 0.13
632, 0.49
633, 0.46
634, 0.44
635, 0.49
636, 0.52
637, 0.59
638, 0.24
639, 0.35
640, 0.00
641, 0.26
642, 0.25
643, 0.40
644, 0.28
645, 0.73
646, 0.31
647, 0.30
648, 0.16
649, 0.60
650, 0.34
651, 0.17
652, 0.56
653, 0.30
654, 0.52
655, 0.37
656, 0.32
657, 0.41
658, 0.14
659, 0.32
660, 0.56
661, 0.25
662, 0.23
663, 0.23
664, 0.30
665, 0.21
666, 0.32
667, 0.22
668, 0.25
669, 0.28
670, 0.25
671, 0.29
672, 0.35
673, 0.38
674, 0.21
675, 0.21
676, 0.49
677, 0.19
678, 0.22
679, 0.52
680, 0.25
681, 0.36
682, 0.22
683, 0.19
684, 0.20
685, 0.36
686, 0.22
687, 0.22
688, 0.20
689, 0.20
690, 0.29
691, 0.52
692, 0.26
693, 0.17
694, 0.31
695, 0.28
696, 0.22
697, 0.22
698, 0.70
699, 0.27
700, 0.37
701, 0.25
702, 0.60
703, 0.77
704, 0.32
705, 0.47
706, 0.34
707, 0.17
708, 0.43
709, 0.40
710, 0.47
711, 0.32
712, 0.30
713, 0.29
714, 0.28
715, 0.47
716, 0.65
717, 0.50
718, 0.48
719, 0.44
720, 0.51
721, 0.24
722, 0.18
723, 0.25
724, 0.28
725, 0.21
726, 0.39
727, 0.20
728, 0.35
729, 0.34
730, 0.16
731, 0.65
732, 0.37
733, 0.23
734, 0.32
735, 0.39
736, 0.35
737, 0.29
738, 0.35
739, 0.49
740, 0.29
741, 0.24
742, 0.55
743, 0.30
744, 0.30
745, 0.35
746, 0.30
747, 0.26
748, 0.33
749, 0.41
750, 0.25
751, 0.40
752, 0.31
753, 0.33
754, 0.51
755, 0.29
756, 0.25
757, 0.84
758, 0.48
759, 0.21
760, 0.57
761, 0.15
762, 0.27
763, 0.75
764, 0.24
765, 0.18
766, 0.90
767, 0.35
768, 0.54
769, 0.18
770, 0.38
771, 0.34
772, 0.37
773, 0.22
774, 0.37
775, 0.32
776, 0.26
777, 0.20
778, 0.34
779, 0.26
780, 0.60
781, 0.35
782, 0.35
783, 0.32
784, 0.36
785, 0.15
786, 0.28
787, 0.18
788, 0.19
789, 0.20
790, 0.35
791, 0.63
792, 0.21
793, 0.58
794, 0.16
795, 0.57
796, 0.29
797, 0.42
798, 0.23
799, 0.20
800, 0.61
801, 0.27
802, 0.59
803, 0.43
804, 0.51
805, 0.43
806, 0.25
807, 0.30
808, 0.39
809, 0.35
810, 0.55
811, 0.62
812, 0.38
813, 0.36
814, 0.32
815, 0.31
816, 0.18
817, 0.28
818, 0.42
819, 0.18
820, 0.61
821, 0.24
822, 0.14
823, 0.16
824, 0.35
825, 0.19
826, 0.11
827, 0.33
828, 0.33
829, 0.26
830, 0.22
831, 0.26
832, 0.64
833, 0.37
834, 0.67
835, 0.44
836, 0.39
837, 0.15
838, 0.22
839, 0.22
840, 0.24
841, 0.45
842, 0.24
843, 0.29
844, 0.58
845, 0.52
846, 0.31
847, 0.44
848, 0.16
849, 0.20
850, 0.39
851, 0.15
852, 0.42
853, 0.65
854, 0.22
855, 0.21
856, 0.26
857, 0.28
858, 0.21
859, 0.18
860, 0.33
861, 0.47
862, 0.21
863, 0.28
864, 0.21
865, 0.24
866, 0.44
867, 0.32
868, 0.22
869, 0.25
870, 0.29
871, 0.25
872, 0.62
873, 0.46
874, 0.21
875, 0.54
876, 0.27
877, 0.42
878, 0.27
879, 0.17
880, 0.48
881, 0.36
882, 0.22
883, 0.25
884, 0.33
885, 0.49
886, 0.26
887, 0.18
888, 0.55
889, 0.35
890, 0.71
891, 0.21
892, 0.42
893, 0.24
894, 0.16
895, 0.64
896, 0.42
897, 0.35
898, 0.72
899, 0.71
900, 0.36
901, 0.28
902, 0.35
903, 0.55
904, 0.45
905, 0.25
906, 0.61
907, 0.53
908, 0.38
909, 0.20
910, 0.22
911, 0.14
912, 0.25
913, 0.35
914, 0.83
915, 0.16
916, 0.27
917, 0.20
918, 0.25
919, 0.21
920, 0.37
921, 0.19
922, 0.39
923, 0.27
924, 0.24
925, 0.17
926, 0.43
927, 0.28
928, 0.31
929, 0.23
930, 0.49
931, 0.29
932, 0.19
933, 0.25
934, 0.45
935, 0.35
936, 0.23
937, 0.53
938, 0.26
939, 0.19
940, 0.54
941, 0.20
942, 0.37
943, 0.23
944, 0.28
945, 0.16
946, 0.37
947, 0.51
948, 0.34
949, 0.22
950, 0.66
951, 0.17
952, 0.62
953, 0.46
954, 0.31
955, 0.54
956, 0.24
957, 0.55
958, 0.32
959, 0.29
960, 0.38
961, 0.33
962, 0.22
963, 0.31
964, 0.52
965, 0.26
966, 0.19
967, 0.28
968, 0.20
969, 0.37
970, 0.61
971, 0.27
972, 0.13
973, 0.26
974, 0.43
975, 0.26
976, 0.22
977, 0.48
978, 0.46
979, 0.51
980, 0.20
981, 0.17
982, 0.20
983, 0.54
984, 0.42
985, 0.20
986, 0.49
987, 0.20
988, 0.29
989, 0.33
990, 0.65
991, 0.16
992, 0.19
993, 0.48
994, 0.35
995, 0.20
996, 0.25
997, 0.22
998, 0.64
999, 0.18
1000, 0.21
1001, 0.25
1002, 0.62
1003, 0.72
1004, 0.43
1005, 0.52
1006, 0.25
1007, 0.22
1008, 0.47
1009, 0.24
1010, 0.23
1011, 0.27
1012, 0.20
1013, 0.20
1014, 0.25
1015, 0.58
1016, 0.20
1017, 0.35
1018, 0.44
1019, 0.67
1020, 0.46
1021, 0.41
1022, 0.37
1023, 0.28
1024, 0.43
1025, 0.23
1026, 0.66
1027, 0.70
1028, 0.22
1029, 0.32
1030, 0.54
1031, 0.59
1032, 0.46
1033, 0.31
1034, 0.17
1035, 0.23
1036, 0.29
1037, 0.38
1038, 0.14
1039, 0.19
1040, 0.52
1041, 0.62
1042, 0.62
1043, 0.36
1044, 0.35
1045, 0.37
1046, 0.37
1047, 0.22
1048, 0.30
1049, 0.32
1050, 0.16
1051, 0.12
1052, 0.17
1053, 0.23
1054, 0.36
1055, 0.25
1056, 0.46
1057, 0.16
1058, 0.33
1059, 0.24
1060, 0.75
1061, 0.29
1062, 0.58
1063, 0.16
1064, 0.27
1065, 0.34
1066, 0.29
1067, 0.21
1068, 0.42
1069, 0.64
1070, 0.33
1071, 0.32
1072, 0.16
1073, 0.45
1074, 0.35
1075, 0.35
1076, 0.21
1077, 0.38
1078, 0.46
1079, 0.51
1080, 0.26
1081, 0.58
1082, 0.66
1083, 0.33
1084, 0.43
1085, 0.32
1086, 0.28
1087, 0.20
1088, 0.47
1089, 0.70
1090, 0.20
1091, 0.33
1092, 0.47
1093, 0.58
1094, 0.16
1095, 0.34
1096, 0.31
1097, 0.23
1098, 0.24
1099, 0.19
1100, 0.23
1101, 0.24
1102, 0.31
1103, 0.20
1104, 0.48
1105, 0.22
1106, 0.19
1107, 0.43
1108, 0.33
1109, 0.37
1110, 0.51
1111, 0.70
1112, 0.23
1113, 0.37
1114, 0.17
1115, 0.38
1116, 0.16
1117, 0.12
1118, 0.43
1119, 0.23
1120, 0.42
1121, 0.56
1122, 0.25
1123, 0.35
1124, 0.26
1125, 0.84
1126, 0.29
1127, 0.32
1128, 0.77
1129, 0.58
1130, 0.24
1131, 0.33
1132, 0.24
1133, 0.15
1134, 0.17
1135, 0.24
1136, 0.48
1137, 0.25
1138, 0.76
1139, 0.31
1140, 0.31
1141, 0.17
1142, 0.53
1143, 0.28
1144, 0.45
1145, 0.75
1146, 0.22
1147, 0.22
1148, 0.45
1149, 0.20
1150, 0.65
1151, 0.22
1152, 0.18
1153, 0.34
1154, 0.26
1155, 0.17
1156, 0.49
1157, 0.29
1158, 0.43
1159, 0.30
1160, 0.40
1161, 0.36
1162, 0.26
1163, 0.19
1164, 0.28
1165, 0.24
1166, 0.51
1167, 0.17
1168, 0.20
1169, 0.42
1170, 0.20
1171, 0.32
1172, 0.27
1173, 0.22
1174, 0.32
1175, 0.31
1176, 0.24
1177, 0.28
1178, 0.40
1179, 0.16
1180, 0.14
1181, 0.39
1182, 0.16
1183, 0.18
1184, 0.23
1185, 0.48
1186, 0.62
1187, 0.27
1188, 0.22
1189, 0.54
1190, 0.34
1191, 0.19
1192, 0.24
1193, 0.30
1194, 0.18
1195, 0.56
1196, 0.25
1197, 0.69
1198, 0.18
1199, 0.39
1200, 0.30
1201, 0.44
1202, 0.33
1203, 0.18
1204, 0.17
1205, 0.30
1206, 0.41
1207, 0.69
1208, 0.17
1209, 0.42
1210, 0.27
1211, 0.15
1212, 0.29
1213, 0.46
1214, 0.35
1215, 0.38
1216, 0.19
1217, 0.17
1218, 0.23
1219, 0.19
1220, 0.30
1221, 0.18
1222, 0.19
1223, 0.18
1224, 0.22
1225, 0.46
1226, 0.33
1227, 0.21
1228, 0.31
1229, 0.51
1230, 0.49
1231, 0.27
1232, 0.28
1233, 0.37
1234, 0.17
1235, 0.20
1236, 0.29
1237, 0.57
1238, 0.50
1239, 0.23
1240, 0.44
1241, 0.21
1242, 0.24
1243, 0.20
1244, 0.27
1245, 0.54
1246, 0.23
1247, 0.31
1248, 0.25
1249, 0.19
1250, 0.16
1251, 0.25
1252, 0.51
1253, 0.44
1254, 0.23
1255, 0.24
1256, 0.18
1257, 0.45
1258, 0.16
1259, 0.28
1260, 0.03
1261, 0.25
1262, 0.19
1263, 0.60
1264, 0.21
1265, 0.20
1266, 0.33
1267, 0.16
1268, 0.21
1269, 0.50
1270, 0.53
1271, 0.54
1272, 0.46
1273, 0.51
1274, 0.39
1275, 0.24
1276, 0.22
1277, 0.48
1278, 0.49
1279, 0.31
1280, 0.23
1281, 0.30
1282, 0.22
1283, 0.38
1284, 0.40
1285, 0.29
1286, 0.27
1287, 0.57
1288, 0.70
1289, 0.04
1290, 0.57
1291, 0.38
1292, 0.28
1293, 0.23
1294, 0.60
1295, 0.40
1296, 0.54
1297, 0.21
1298, 0.21
1299, 0.18
1300, 0.47
1301, 0.50
1302, 0.43
1303, 0.15
1304, 0.25
1305, 0.36
1306, 0.33
1307, 0.19
1308, 0.17
1309, 0.33
1310, 0.16
1311, 0.50
1312, 0.19
1313, 0.22
1314, 0.32
1315, 0.37
1316, 0.39
1317, 0.18
1318, 0.52
1319, 0.18
1320, 0.22
1321, 0.21
1322, 0.21
1323, 0.50
1324, 0.52
1325, 0.51
1326, 0.53
1327, 0.58
1328, 0.26
1329, 0.16
1330, 0.48
1331, 0.68
1332, 0.47
1333, 0.38
1334, 0.16
1335, 0.28
1336, 0.17
1337, 0.32
1338, 0.35
1339, 0.24
1340, 0.19
1341, 0.20
1342, 0.43
1343, 0.24
1344, 0.22
1345, 0.47
1346, 0.60
1347, 0.47
1348, 0.40
1349, 0.01
1350, 0.19
1351, 0.58
1352, 0.64
1353, 0.45
1354, 0.66
1355, 0.49
1356, 0.28
1357, 0.16
1358, 0.16
1359, 0.31
1360, 0.30
1361, 0.32
1362, 0.24
1363, 0.16
1364, 0.18
1365, 0.07
1366, 0.16
1367, 0.16
1368, 0.36
1369, 0.37
1370, 0.45
1371, 0.89
1372, 0.31
1373, 0.54
1374, 0.33
1375, 0.39
1376, 0.59
1377, 0.26
1378, 0.33
1379, 0.17
1380, 0.38
1381, 0.16
1382, 0.63
1383, 0.18
1384, 0.24
1385, 0.29
1386, 0.20
1387, 0.23
1388, 0.33
1389, 0.36
1390, 0.21
1391, 0.35
1392, 0.21
1393, 0.31
1394, 0.19
1395, 0.42
1396, 0.74
1397, 0.33
1398, 0.21
1399, 0.25
1400, 0.24
1401, 0.24
1402, 0.37
1403, 0.24
1404, 0.36
1405, 0.53
1406, 0.42
1407, 0.37
1408, 0.36
1409, 0.16
1410, 0.25
1411, 0.16
1412, 0.19
1413, 0.25
1414, 0.19
1415, 0.22
1416, 0.21
1417, 0.22
1418, 0.55
1419, 0.59
1420, 0.38
1421, 0.30
1422, 0.66
1423, 0.15
1424, 0.25
1425, 0.31
1426, 0.39
1427, 0.58
1428, 0.25
1429, 0.30
1430, 0.40
1431, 0.39
1432, 0.21
1433, 0.26
1434, 0.38
1435, 0.56
1436, 0.60
1437, 0.42
1438, 0.30
1439, 0.33
1440, 0.27
1441, 0.30
1442, 0.53
1443, 0.23
1444, 0.43
1445, 0.21
1446, 0.38
1447, 0.22
1448, 0.27
1449, 0.33
1450, 0.47
1451, 0.50
1452, 0.34
1453, 0.36
1454, 0.48
1455, 0.27
1456, 0.48
1457, 0.58
1458, 0.37
1459, 0.24
1460, 0.19
1461, 0.24
1462, 0.46
1463, 0.30
1464, 0.28
1465, 0.22
1466, 0.35
1467, 0.09
1468, 0.29
1469, 0.15
1470, 0.39
1471, 0.21
1472, 0.18
1473, 0.24
1474, 0.36
1475, 0.20
1476, 0.34
1477, 0.23
1478, 0.00
1479, 0.28
1480, 0.39
1481, 0.24
1482, 0.25
1483, 0.61
1484, 0.49
1485, 0.27
1486, 0.19
1487, 0.57
1488, 0.20
1489, 0.34
1490, 0.09
1491, 0.71
1492, 0.19
1493, 0.41
1494, 0.55
1495, 0.19
1496, 0.20
1497, 0.17
1498, 0.17
1499, 0.22
1500, 0.80
1501, 0.52
1502, 0.30
1503, 0.45
1504, 0.39
1505, 0.35
1506, 0.18
1507, 0.16
1508, 0.27
1509, 0.59
1510, 0.41
1511, 0.42
1512, 0.34
1513, 0.46
1514, 0.32
1515, 0.16
1516, 0.29
1517, 0.37
1518, 0.55
1519, 0.34
1520, 0.42
1521, 0.15
1522, 0.33
1523, 0.33
1524, 0.18
1525, 0.26
1526, 0.31
1527, 0.22
1528, 0.17
1529, 0.35
1530, 0.18
1531, 0.39
1532, 0.42
1533, 0.22
1534, 0.26
1535, 0.50
1536, 0.61
1537, 0.28
1538, 0.22
1539, 0.23
1540, 0.45
1541, 0.23
1542, 0.16
1543, 0.19
1544, 0.63
1545, 0.14
1546, 0.16
1547, 0.28
1548, 0.34
1549, 0.25
1550, 0.15
1551, 0.37
1552, 0.23
1553, 0.34
1554, 0.31
1555, 0.25
1556, 0.30
1557, 0.21
1558, 0.19
1559, 0.19
1560, 0.26
1561, 0.21
1562, 0.19
1563, 0.25
1564, 0.25
1565, 0.23
1566, 0.21
1567, 0.29
1568, 0.35
1569, 0.56
1570, 0.24
1571, 0.42
1572, 0.19
1573, 0.22
1574, 0.60
1575, 0.20
1576, 0.21
1577, 0.24
1578, 0.38
1579, 0.17
1580, 0.32
1581, 0.38
1582, 0.17
1583, 0.50
1584, 0.23
1585, 0.44
1586, 0.22
1587, 0.17
1588, 0.32
1589, 0.81
1590, 0.40
1591, 0.18
1592, 0.30
1593, 0.19
1594, 0.14
1595, 0.25
1596, 0.58
1597, 0.30
1598, 0.21
1599, 0.60
1600, 0.34
1601, 0.57
1602, 0.21
1603, 0.39
1604, 0.22
1605, 0.22
1606, 0.44
1607, 0.49
1608, 0.14
1609, 0.26
1610, 0.40
1611, 0.20
1612, 0.39
1613, 0.30
1614, 0.39
1615, 0.36
1616, 0.77
1617, 0.28
1618, 0.23
1619, 0.19
1620, 0.24
1621, 0.73
1622, 0.27
1623, 0.45
1624, 0.28
1625, 0.33
1626, 0.22
1627, 0.31
1628, 0.32
1629, 0.45
1630, 0.60
1631, 0.24
1632, 0.27
1633, 0.46
1634, 0.36
1635, 0.31
1636, 0.33
1637, 0.61
1638, 0.35
1639, 0.16
1640, 0.28
1641, 0.95
1642, 0.23
1643, 0.27
1644, 0.58
1645, 0.59
1646, 0.48
1647, 0.64
1648, 0.51
1649, 0.68
1650, 0.17
1651, 0.15
1652, 0.32
1653, 0.61
1654, 0.62
1655, 0.59
1656, 0.30
1657, 0.58
1658, 0.16
1659, 0.28
1660, 0.22
1661, 0.22
1662, 0.34
1663, 0.23
1664, 0.22
1665, 0.24
1666, 0.15
1667, 0.40
1668, 0.62
1669, 0.67
1670, 0.24
1671, 0.24
1672, 0.56
1673, 0.45
1674, 0.25
1675, 0.32
1676, 0.19
1677, 0.46
1678, 0.51
1679, 0.15
1680, 0.31
1681, 0.35
1682, 0.43
1683, 0.36
1684, 0.16
1685, 0.73
1686, 0.51
1687, 0.44
1688, 0.48
1689, 0.19
1690, 0.35
1691, 0.25
1692, 0.79
1693, 0.76
1694, 0.21
1695, 0.26
1696, 0.58
1697, 0.21
1698, 0.25
1699, 0.13
1700, 0.31
1701, 0.26
1702, 0.46
1703, 0.28
1704, 0.26
1705, 0.57
1706, 0.66
1707, 0.32
1708, 0.36
1709, 0.34
1710, 0.44
1711, 0.59
1712, 0.62
1713, 0.18
1714, 0.44
1715, 0.72
1716, 0.48
1717, 0.35
1718, 0.37
1719, 0.54
1720, 0.26
1721, 0.38
1722, 0.41
1723, 0.37
1724, 0.44
1725, 0.39
1726, 0.45
1727, 0.20
1728, 0.25
1729, 0.68
1730, 0.49
1731, 0.16
1732, 0.30
1733, 0.27
1734, 0.56
1735, 0.36
1736, 0.35
1737, 0.24
1738, 0.38
1739, 0.44
1740, 0.41
1741, 0.49
1742, 0.21
1743, 0.41
1744, 0.37
1745, 0.40
1746, 0.29
1747, 0.36
1748, 0.47
1749, 0.70
1750, 0.18
1751, 0.33
1752, 0.39
1753, 0.34
1754, 0.31
1755, 0.30
1756, 0.43
1757, 0.24
1758, 0.26
1759, 0.20
1760, 0.22
1761, 0.25
1762, 0.18
1763, 0.29
1764, 0.29
1765, 0.51
1766, 0.65
1767, 0.27
1768, 0.18
1769, 0.21
1770, 0.16
1771, 0.58
1772, 0.38
1773, 0.15
1774, 0.35
1775, 0.56
1776, 0.39
1777, 0.20
1778, 0.23
1779, 0.16
1780, 0.58
1781, 0.21
1782, 0.47
1783, 0.32
1784, 0.32
1785, 0.24
1786, 0.53
1787, 0.16
1788, 0.24
1789, 0.28
1790, 0.22
1791, 0.30
1792, 0.21
1793, 0.17
1794, 0.28
1795, 0.29
1796, 0.38
1797, 0.59
1798, 0.26
1799, 0.21
1800, 0.26
1801, 0.28
1802, 0.30
1803, 0.74
1804, 0.34
1805, 0.27
1806, 0.18
1807, 0.21
1808, 0.36
1809, 0.42
1810, 0.24
1811, 0.17
1812, 0.41
1813, 0.21
1814, 0.49
1815, 0.31
1816, 0.18
1817, 0.42
1818, 0.32
1819, 0.15
1820, 0.42
1821, 0.42
1822, 0.41
1823, 0.21
1824, 0.78
1825, 0.36
1826, 0.15
1827, 0.62
1828, 0.18
1829, 0.28
1830, 0.32
1831, 0.45
1832, 0.16
1833, 0.22
1834, 0.37
1835, 0.23
1836, 0.27
1837, 0.42
1838, 0.53
1839, 0.51
1840, 0.33
1841, 0.42
1842, 0.21
1843, 0.35
1844, 0.34
1845, 0.34
1846, 0.54
1847, 0.20
1848, 0.36
1849, 0.31
1850, 0.42
1851, 0.34
1852, 0.29
1853, 0.36
1854, 0.18
1855, 0.83
1856, 0.32
1857, 0.33
1858, 0.34
1859, 0.41
1860, 0.19
1861, 0.19
1862, 0.28
1863, 0.64
1864, 0.25
1865, 0.20
1866, 0.20
1867, 0.17
1868, 0.30
1869, 0.82
1870, 0.16
1871, 0.26
1872, 0.18
