ID,Prob1
420, 0.04
421, 0.96
422, 0.33
423, 0.37
424, 0.68
425, 0.23
426, 0.26
427, 0.42
428, 0.03
429, 0.59
430, 0.46
431, 0.97
432, 0.59
433, 0.97
434, 0.77
435, 0.14
436, 0.74
437, 0.31
438, 0.09
439, 0.43
440, 0.47
441, 0.29
442, 0.77
443, 0.53
444, 0.62
445, 0.31
446, 0.04
447, 0.12
448, 0.04
449, 0.41
450, 0.27
451, 0.03
452, 0.08
453, 0.96
454, 0.42
455, 0.96
456, 0.86
457, 0.50
458, 0.21
459, 0.38
460, 0.04
461, 0.03
462, 0.12
463, 0.95
464, 0.04
465, 0.03
466, 0.89
467, 0.24
468, 0.05
469, 0.54
470, 0.15
471, 0.12
472, 0.50
473, 0.07
474, 0.05
475, 0.04
476, 0.05
477, 0.05
478, 0.54
479, 0.35
480, 0.14
481, 0.05
482, 0.04
483, 0.50
484, 0.89
485, 0.71
486, 0.32
487, 0.04
488, 0.39
489, 0.12
490, 0.23
491, 0.18
492, 0.02
493, 0.07
494, 0.09
495, 0.65
496, 0.39
497, 0.04
498, 0.97
499, 0.04
500, 0.03
501, 0.15
502, 0.95
503, 0.34
504, 0.04
505, 0.97
506, 0.14
507, 0.65
508, 0.27
509, 0.19
510, 0.50
511, 0.63
512, 0.05
513, 0.68
514, 0.41
515, 0.05
516, 0.04
517, 0.32
518, 0.96
519, 0.14
520, 0.41
521, 0.86
522, 0.97
523, 0.91
524, 0.43
525, 0.66
526, 0.96
527, 0.14
528, 0.05
529, 0.19
530, 0.14
531, 0.12
532, 0.26
533, 0.27
534, 0.86
535, 0.86
536, 0.33
537, 0.21
538, 0.05
539, 0.58
540, 0.46
541, 0.50
542, 0.96
543, 0.96
544, 0.30
545, 0.57
546, 0.14
547, 0.03
548, 0.27
549, 0.04
550, 0.03
551, 0.56
552, 0.12
553, 0.46
554, 0.22
555, 0.22
556, 0.88
557, 0.32
558, 0.54
559, 0.95
560, 0.03
561, 0.28
562, 0.46
563, 0.04
564, 0.83
565, 0.50
566, 0.26
567, 0.04
568, 0.05
569, 0.50
570, 0.05
571, 0.62
572, 0.03
573, 0.04
574, 0.54
575, 0.38
576, 0.32
577, 0.04
578, 0.04
579, 0.46
580, 0.04
581, 0.23
582, 0.36
583, 0.03
584, 0.45
585, 0.04
586, 0.03
587, 0.19
588, 0.86
589, 0.82
590, 0.97
591, 0.03
592, 0.23
593, 0.47
594, 0.71
595, 0.03
596, 0.89
597, 0.05
598, 0.03
599, 0.68
600, 0.82
601, 0.95
602, 0.05
603, 0.71
604, 0.23
605, 0.04
606, 0.12
607, 0.46
608, 0.12
609, 0.77
610, 0.79
611, 0.04
612, 0.68
613, 0.69
614, 0.04
615, 0.35
616, 0.95
617, 0.04
618, 0.96
619, 0.03
620, 0.13
621, 0.12
622, 0.58
623, 0.21
624, 0.03
625, 0.35
626, 0.03
627, 0.61
628, 0.07
629, 0.19
630, 0.04
631, 0.04
632, 0.88
633, 0.79
634, 0.68
635, 0.62
636, 0.81
637, 0.29
638, 0.04
639, 0.61
640, 0.04
641, 0.53
642, 0.59
643, 0.26
644, 0.21
645, 0.61
646, 0.82
647, 0.23
648, 0.05
649, 0.12
650, 0.83
651, 0.23
652, 0.75
653, 0.29
654, 0.44
655, 0.38
656, 0.03
657, 0.75
658, 0.03
659, 0.59
660, 0.86
661, 0.03
662, 0.61
663, 0.04
664, 0.25
665, 0.12
666, 0.77
667, 0.05
668, 0.09
669, 0.68
670, 0.28
671, 0.29
672, 0.68
673, 0.29
674, 0.27
675, 0.32
676, 0.55
677, 0.58
678, 0.04
679, 0.27
680, 0.79
681, 0.04
682, 0.32
683, 0.11
684, 0.05
685, 0.65
686, 0.04
687, 0.05
688, 0.42
689, 0.10
690, 0.04
691, 0.23
692, 0.18
693, 0.05
694, 0.71
695, 0.05
696, 0.59
697, 0.48
698, 0.54
699, 0.03
700, 0.29
701, 0.59
702, 0.97
703, 0.62
704, 0.79
705, 0.96
706, 0.50
707, 0.47
708, 0.64
709, 0.10
710, 0.88
711, 0.68
712, 0.05
713, 0.19
714, 0.02
715, 0.62
716, 0.62
717, 0.96
718, 0.50
719, 0.96
720, 0.82
721, 0.43
722, 0.04
723, 0.18
724, 0.14
725, 0.04
726, 0.86
727, 0.04
728, 0.44
729, 0.03
730, 0.03
731, 0.91
732, 0.61
733, 0.12
734, 0.58
735, 0.76
736, 0.02
737, 0.03
738, 0.76
739, 0.64
740, 0.76
741, 0.22
742, 0.68
743, 0.58
744, 0.96
745, 0.23
746, 0.96
747, 0.68
748, 0.23
749, 0.46
750, 0.18
751, 0.04
752, 0.04
753, 0.10
754, 0.04
755, 0.41
756, 0.70
757, 0.97
758, 0.53
759, 0.04
760, 0.79
761, 0.26
762, 0.05
763, 0.44
764, 0.04
765, 0.50
766, 0.97
767, 0.11
768, 0.45
769, 0.41
770, 0.42
771, 0.12
772, 0.14
773, 0.05
774, 0.12
775, 0.05
776, 0.21
777, 0.23
778, 0.03
779, 0.04
780, 0.97
781, 0.96
782, 0.18
783, 0.34
784, 0.64
785, 0.03
786, 0.55
787, 0.09
788, 0.38
789, 0.54
790, 0.18
791, 0.43
792, 0.59
793, 0.62
794, 0.15
795, 0.19
796, 0.38
797, 0.61
798, 0.32
799, 0.03
800, 0.24
801, 0.17
802, 0.39
803, 0.54
804, 0.95
805, 0.04
806, 0.17
807, 0.32
808, 0.32
809, 0.23
810, 0.59
811, 0.79
812, 0.36
813, 0.03
814, 0.41
815, 0.22
816, 0.30
817, 0.11
818, 0.68
819, 0.32
820, 0.79
821, 0.12
822, 0.05
823, 0.04
824, 0.32
825, 0.22
826, 0.23
827, 0.54
828, 0.84
829, 0.29
830, 0.09
831, 0.70
832, 0.89
833, 0.36
834, 0.17
835, 0.65
836, 0.54
837, 0.25
838, 0.53
839, 0.31
840, 0.21
841, 0.21
842, 0.03
843, 0.14
844, 0.59
845, 0.14
846, 0.04
847, 0.62
848, 0.32
849, 0.04
850, 0.77
851, 0.65
852, 0.04
853, 0.46
854, 0.36
855, 0.05
856, 0.19
857, 0.59
858, 0.95
859, 0.04
860, 0.05
861, 0.05
862, 0.41
863, 0.25
864, 0.05
865, 0.11
866, 0.05
867, 0.32
868, 0.04
869, 0.15
870, 0.43
871, 0.50
872, 0.95
873, 0.68
874, 0.38
875, 0.23
876, 0.03
877, 0.46
878, 0.29
879, 0.71
880, 0.71
881, 0.75
882, 0.68
883, 0.05
884, 0.32
885, 0.96
886, 0.86
887, 0.03
888, 0.97
889, 0.12
890, 0.97
891, 0.42
892, 0.29
893, 0.04
894, 0.03
895, 0.88
896, 0.50
897, 0.25
898, 0.96
899, 0.05
900, 0.19
901, 0.32
902, 0.23
903, 0.62
904, 0.96
905, 0.04
906, 0.96
907, 0.73
908, 0.28
909, 0.22
910, 0.14
911, 0.05
912, 0.47
913, 0.68
914, 0.62
915, 0.25
916, 0.59
917, 0.18
918, 0.59
919, 0.59
920, 0.14
921, 0.22
922, 0.53
923, 0.03
924, 0.50
925, 0.38
926, 0.05
927, 0.54
928, 0.32
929, 0.04
930, 0.12
931, 0.04
932, 0.54
933, 0.11
934, 0.04
935, 0.62
936, 0.36
937, 0.34
938, 0.55
939, 0.09
940, 0.41
941, 0.41
942, 0.14
943, 0.12
944, 0.17
945, 0.09
946, 0.64
947, 0.10
948, 0.68
949, 0.22
950, 0.35
951, 0.71
952, 0.96
953, 0.21
954, 0.03
955, 0.97
956, 0.29
957, 0.23
958, 0.96
959, 0.42
960, 0.44
961, 0.42
962, 0.03
963, 0.03
964, 0.57
965, 0.36
966, 0.74
967, 0.57
968, 0.05
969, 0.72
970, 0.22
971, 0.50
972, 0.03
973, 0.18
974, 0.12
975, 0.64
976, 0.19
977, 0.04
978, 0.03
979, 0.96
980, 0.62
981, 0.02
982, 0.09
983, 0.39
984, 0.03
985, 0.34
986, 0.03
987, 0.21
988, 0.85
989, 0.25
990, 0.97
991, 0.27
992, 0.43
993, 0.44
994, 0.17
995, 0.10
996, 0.25
997, 0.09
998, 0.97
999, 0.31
1000, 0.03
1001, 0.03
1002, 0.47
1003, 0.66
1004, 0.14
1005, 0.97
1006, 0.24
1007, 0.36
1008, 0.66
1009, 0.17
1010, 0.59
1011, 0.04
1012, 0.05
1013, 0.32
1014, 0.35
1015, 0.04
1016, 0.03
1017, 0.04
1018, 0.88
1019, 0.96
1020, 0.04
1021, 0.86
1022, 0.68
1023, 0.04
1024, 0.77
1025, 0.03
1026, 0.97
1027, 0.95
1028, 0.03
1029, 0.18
1030, 0.38
1031, 0.82
1032, 0.75
1033, 0.03
1034, 0.21
1035, 0.62
1036, 0.04
1037, 0.05
1038, 0.70
1039, 0.32
1040, 0.42
1041, 0.55
1042, 0.04
1043, 0.03
1044, 0.89
1045, 0.04
1046, 0.12
1047, 0.03
1048, 0.73
1049, 0.11
1050, 0.27
1051, 0.04
1052, 0.03
1053, 0.03
1054, 0.61
1055, 0.81
1056, 0.22
1057, 0.09
1058, 0.50
1059, 0.77
1060, 0.21
1061, 0.23
1062, 0.10
1063, 0.47
1064, 0.03
1065, 0.29
1066, 0.53
1067, 0.32
1068, 0.90
1069, 0.77
1070, 0.09
1071, 0.50
1072, 0.32
1073, 0.17
1074, 0.86
1075, 0.05
1076, 0.03
1077, 0.13
1078, 0.64
1079, 0.24
1080, 0.68
1081, 0.95
1082, 0.88
1083, 0.58
1084, 0.95
1085, 0.39
1086, 0.03
1087, 0.31
1088, 0.70
1089, 0.03
1090, 0.41
1091, 0.16
1092, 0.85
1093, 0.57
1094, 0.47
1095, 0.72
1096, 0.38
1097, 0.12
1098, 0.39
1099, 0.12
1100, 0.03
1101, 0.50
1102, 0.04
1103, 0.32
1104, 0.74
1105, 0.05
1106, 0.04
1107, 0.61
1108, 0.45
1109, 0.04
1110, 0.88
1111, 0.95
1112, 0.03
1113, 0.37
1114, 0.03
1115, 0.03
1116, 0.19
1117, 0.25
1118, 0.37
1119, 0.91
1120, 0.14
1121, 0.86
1122, 0.32
1123, 0.09
1124, 0.05
1125, 0.53
1126, 0.12
1127, 0.14
1128, 0.56
1129, 0.74
1130, 0.03
1131, 0.32
1132, 0.33
1133, 0.05
1134, 0.04
1135, 0.03
1136, 0.46
1137, 0.03
1138, 0.53
1139, 0.03
1140, 0.13
1141, 0.18
1142, 0.25
1143, 0.04
1144, 0.46
1145, 0.92
1146, 0.73
1147, 0.05
1148, 0.61
1149, 0.11
1150, 0.68
1151, 0.07
1152, 0.03
1153, 0.53
1154, 0.32
1155, 0.42
1156, 0.97
1157, 0.04
1158, 0.04
1159, 0.18
1160, 0.05
1161, 0.38
1162, 0.14
1163, 0.31
1164, 0.04
1165, 0.45
1166, 0.77
1167, 0.05
1168, 0.03
1169, 0.04
1170, 0.04
1171, 0.25
1172, 0.54
1173, 0.05
1174, 0.07
1175, 0.83
1176, 0.03
1177, 0.04
1178, 0.86
1179, 0.03
1180, 0.35
1181, 0.04
1182, 0.03
1183, 0.04
1184, 0.03
1185, 0.83
1186, 0.96
1187, 0.50
1188, 0.14
1189, 0.92
1190, 0.05
1191, 0.83
1192, 0.18
1193, 0.05
1194, 0.23
1195, 0.50
1196, 0.50
1197, 0.42
1198, 0.04
1199, 0.38
1200, 0.65
1201, 0.82
1202, 0.63
1203, 0.42
1204, 0.58
1205, 0.50
1206, 0.04
1207, 0.82
1208, 0.03
1209, 0.03
1210, 0.03
1211, 0.46
1212, 0.42
1213, 0.03
1214, 0.62
1215, 0.63
1216, 0.03
1217, 0.46
1218, 0.29
1219, 0.71
1220, 0.96
1221, 0.54
1222, 0.50
1223, 0.39
1224, 0.19
1225, 0.79
1226, 0.12
1227, 0.50
1228, 0.86
1229, 0.62
1230, 0.12
1231, 0.04
1232, 0.03
1233, 0.04
1234, 0.59
1235, 0.41
1236, 0.86
1237, 0.97
1238, 0.03
1239, 0.53
1240, 0.78
1241, 0.29
1242, 0.96
1243, 0.05
1244, 0.46
1245, 0.86
1246, 0.05
1247, 0.26
1248, 0.04
1249, 0.95
1250, 0.04
1251, 0.18
1252, 0.07
1253, 0.25
1254, 0.03
1255, 0.04
1256, 0.36
1257, 0.03
1258, 0.50
1259, 0.97
1260, 0.12
1261, 0.04
1262, 0.03
1263, 0.96
1264, 0.04
1265, 0.11
1266, 0.83
1267, 0.23
1268, 0.03
1269, 0.22
1270, 0.76
1271, 0.59
1272, 0.82
1273, 0.10
1274, 0.30
1275, 0.05
1276, 0.24
1277, 0.32
1278, 0.50
1279, 0.71
1280, 0.03
1281, 0.05
1282, 0.04
1283, 0.86
1284, 0.75
1285, 0.03
1286, 0.04
1287, 0.50
1288, 0.63
1289, 0.09
1290, 0.79
1291, 0.12
1292, 0.05
1293, 0.35
1294, 0.38
1295, 0.12
1296, 0.75
1297, 0.14
1298, 0.81
1299, 0.05
1300, 0.05
1301, 0.39
1302, 0.39
1303, 0.12
1304, 0.25
1305, 0.23
1306, 0.03
1307, 0.50
1308, 0.53
1309, 0.05
1310, 0.03
1311, 0.31
1312, 0.32
1313, 0.03
1314, 0.58
1315, 0.04
1316, 0.23
1317, 0.03
1318, 0.03
1319, 0.68
1320, 0.07
1321, 0.03
1322, 0.04
1323, 0.96
1324, 0.97
1325, 0.33
1326, 0.23
1327, 0.68
1328, 0.29
1329, 0.54
1330, 0.79
1331, 0.47
1332, 0.04
1333, 0.03
1334, 0.26
1335, 0.59
1336, 0.05
1337, 0.54
1338, 0.14
1339, 0.61
1340, 0.05
1341, 0.04
1342, 0.05
1343, 0.97
1344, 0.68
1345, 0.41
1346, 0.04
1347, 0.86
1348, 0.05
1349, 0.19
1350, 0.05
1351, 0.38
1352, 0.97
1353, 0.62
1354, 0.54
1355, 0.03
1356, 0.61
1357, 0.53
1358, 0.11
1359, 0.05
1360, 0.70
1361, 0.45
1362, 0.41
1363, 0.04
1364, 0.08
1365, 0.32
1366, 0.26
1367, 0.03
1368, 0.97
1369, 0.18
1370, 0.19
1371, 0.03
1372, 0.03
1373, 0.23
1374, 0.03
1375, 0.08
1376, 0.39
1377, 0.15
1378, 0.14
1379, 0.50
1380, 0.70
1381, 0.32
1382, 0.50
1383, 0.71
1384, 0.83
1385, 0.88
1386, 0.78
1387, 0.23
1388, 0.05
1389, 0.07
1390, 0.05
1391, 0.03
1392, 0.12
1393, 0.23
1394, 0.03
1395, 0.04
1396, 0.68
1397, 0.42
1398, 0.03
1399, 0.45
1400, 0.53
1401, 0.50
1402, 0.77
1403, 0.21
1404, 0.38
1405, 0.43
1406, 0.03
1407, 0.81
1408, 0.23
1409, 0.62
1410, 0.71
1411, 0.02
1412, 0.14
1413, 0.08
1414, 0.14
1415, 0.03
1416, 0.14
1417, 0.02
1418, 0.09
1419, 0.29
1420, 0.77
1421, 0.14
1422, 0.97
1423, 0.19
1424, 0.03
1425, 0.32
1426, 0.05
1427, 0.88
1428, 0.58
1429, 0.28
1430, 0.77
1431, 0.34
1432, 0.54
1433, 0.23
1434, 0.28
1435, 0.96
1436, 0.19
1437, 0.11
1438, 0.68
1439, 0.62
1440, 0.14
1441, 0.95
1442, 0.41
1443, 0.60
1444, 0.12
1445, 0.36
1446, 0.61
1447, 0.25
1448, 0.08
1449, 0.17
1450, 0.07
1451, 0.32
1452, 0.09
1453, 0.17
1454, 0.53
1455, 0.17
1456, 0.38
1457, 0.07
1458, 0.14
1459, 0.14
1460, 0.46
1461, 0.14
1462, 0.83
1463, 0.04
1464, 0.25
1465, 0.08
1466, 0.03
1467, 0.10
1468, 0.11
1469, 0.03
1470, 0.63
1471, 0.11
1472, 0.04
1473, 0.03
1474, 0.54
1475, 0.97
1476, 0.23
1477, 0.15
1478, 0.03
1479, 0.11
1480, 0.95
1481, 0.29
1482, 0.03
1483, 0.86
1484, 0.56
1485, 0.58
1486, 0.05
1487, 0.19
1488, 0.03
1489, 0.25
1490, 0.32
1491, 0.11
1492, 0.96
1493, 0.03
1494, 0.56
1495, 0.53
1496, 0.03
1497, 0.50
1498, 0.65
1499, 0.10
1500, 0.97
1501, 0.68
1502, 0.23
1503, 0.14
1504, 0.21
1505, 0.29
1506, 0.43
1507, 0.39
1508, 0.47
1509, 0.88
1510, 0.30
1511, 0.59
1512, 0.81
1513, 0.82
1514, 0.12
1515, 0.04
1516, 0.02
1517, 0.26
1518, 0.04
1519, 0.54
1520, 0.32
1521, 0.04
1522, 0.04
1523, 0.81
1524, 0.04
1525, 0.88
1526, 0.03
1527, 0.04
1528, 0.03
1529, 0.89
1530, 0.41
1531, 0.41
1532, 0.47
1533, 0.03
1534, 0.12
1535, 0.61
1536, 0.91
1537, 0.86
1538, 0.03
1539, 0.04
1540, 0.05
1541, 0.03
1542, 0.03
1543, 0.27
1544, 0.37
1545, 0.33
1546, 0.38
1547, 0.35
1548, 0.65
1549, 0.16
1550, 0.25
1551, 0.04
1552, 0.05
1553, 0.21
1554, 0.62
1555, 0.12
1556, 0.41
1557, 0.07
1558, 0.30
1559, 0.38
1560, 0.10
1561, 0.03
1562, 0.10
1563, 0.05
1564, 0.04
1565, 0.03
1566, 0.07
1567, 0.39
1568, 0.47
1569, 0.03
1570, 0.70
1571, 0.04
1572, 0.04
1573, 0.04
1574, 0.29
1575, 0.15
1576, 0.04
1577, 0.84
1578, 0.05
1579, 0.32
1580, 0.23
1581, 0.43
1582, 0.04
1583, 0.03
1584, 0.62
1585, 0.82
1586, 0.23
1587, 0.04
1588, 0.19
1589, 0.53
1590, 0.38
1591, 0.04
1592, 0.05
1593, 0.03
1594, 0.04
1595, 0.03
1596, 0.87
1597, 0.03
1598, 0.04
1599, 0.54
1600, 0.50
1601, 0.68
1602, 0.61
1603, 0.56
1604, 0.04
1605, 0.14
1606, 0.55
1607, 0.77
1608, 0.04
1609, 0.03
1610, 0.77
1611, 0.23
1612, 0.82
1613, 0.14
1614, 0.32
1615, 0.58
1616, 0.97
1617, 0.41
1618, 0.32
1619, 0.04
1620, 0.88
1621, 0.41
1622, 0.72
1623, 0.68
1624, 0.14
1625, 0.25
1626, 0.19
1627, 0.65
1628, 0.04
1629, 0.03
1630, 0.04
1631, 0.39
1632, 0.50
1633, 0.97
1634, 0.04
1635, 0.17
1636, 0.26
1637, 0.50
1638, 0.04
1639, 0.30
1640, 0.12
1641, 0.96
1642, 0.26
1643, 0.22
1644, 0.88
1645, 0.97
1646, 0.14
1647, 0.38
1648, 0.17
1649, 0.57
1650, 0.03
1651, 0.11
1652, 0.19
1653, 0.96
1654, 0.96
1655, 0.09
1656, 0.32
1657, 0.28
1658, 0.04
1659, 0.59
1660, 0.23
1661, 0.23
1662, 0.53
1663, 0.56
1664, 0.86
1665, 0.35
1666, 0.04
1667, 0.54
1668, 0.50
1669, 0.96
1670, 0.04
1671, 0.05
1672, 0.66
1673, 0.74
1674, 0.18
1675, 0.55
1676, 0.04
1677, 0.78
1678, 0.38
1679, 0.86
1680, 0.21
1681, 0.04
1682, 0.97
1683, 0.65
1684, 0.03
1685, 0.96
1686, 0.97
1687, 0.68
1688, 0.36
1689, 0.59
1690, 0.57
1691, 0.03
1692, 0.97
1693, 0.77
1694, 0.62
1695, 0.64
1696, 0.88
1697, 0.05
1698, 0.55
1699, 0.03
1700, 0.12
1701, 0.22
1702, 0.61
1703, 0.02
1704, 0.77
1705, 0.29
1706, 0.68
1707, 0.23
1708, 0.04
1709, 0.34
1710, 0.71
1711, 0.14
1712, 0.75
1713, 0.65
1714, 0.57
1715, 0.05
1716, 0.77
1717, 0.65
1718, 0.68
1719, 0.29
1720, 0.04
1721, 0.23
1722, 0.46
1723, 0.04
1724, 0.03
1725, 0.32
1726, 0.13
1727, 0.59
1728, 0.58
1729, 0.96
1730, 0.43
1731, 0.50
1732, 0.32
1733, 0.47
1734, 0.29
1735, 0.75
1736, 0.09
1737, 0.38
1738, 0.50
1739, 0.82
1740, 0.74
1741, 0.29
1742, 0.43
1743, 0.03
1744, 0.75
1745, 0.09
1746, 0.04
1747, 0.27
1748, 0.03
1749, 0.84
1750, 0.05
1751, 0.54
1752, 0.47
1753, 0.29
1754, 0.23
1755, 0.24
1756, 0.50
1757, 0.46
1758, 0.11
1759, 0.28
1760, 0.03
1761, 0.05
1762, 0.04
1763, 0.12
1764, 0.95
1765, 0.03
1766, 0.95
1767, 0.35
1768, 0.04
1769, 0.29
1770, 0.22
1771, 0.77
1772, 0.84
1773, 0.50
1774, 0.11
1775, 0.31
1776, 0.05
1777, 0.42
1778, 0.03
1779, 0.05
1780, 0.86
1781, 0.70
1782, 0.54
1783, 0.03
1784, 0.26
1785, 0.58
1786, 0.04
1787, 0.86
1788, 0.71
1789, 0.21
1790, 0.84
1791, 0.21
1792, 0.39
1793, 0.05
1794, 0.35
1795, 0.03
1796, 0.28
1797, 0.29
1798, 0.04
1799, 0.50
1800, 0.03
1801, 0.46
1802, 0.50
1803, 0.96
1804, 0.03
1805, 0.42
1806, 0.04
1807, 0.05
1808, 0.14
1809, 0.08
1810, 0.03
1811, 0.59
1812, 0.38
1813, 0.04
1814, 0.83
1815, 0.03
1816, 0.54
1817, 0.46
1818, 0.05
1819, 0.03
1820, 0.05
1821, 0.58
1822, 0.86
1823, 0.47
1824, 0.72
1825, 0.21
1826, 0.23
1827, 0.37
1828, 0.38
1829, 0.03
1830, 0.61
1831, 0.19
1832, 0.22
1833, 0.03
1834, 0.05
1835, 0.21
1836, 0.46
1837, 0.23
1838, 0.03
1839, 0.54
1840, 0.61
1841, 0.96
1842, 0.05
1843, 0.38
1844, 0.31
1845, 0.84
1846, 0.14
1847, 0.04
1848, 0.30
1849, 0.05
1850, 0.04
1851, 0.77
1852, 0.28
1853, 0.03
1854, 0.04
1855, 0.68
1856, 0.10
1857, 0.03
1858, 0.44
1859, 0.58
1860, 0.34
1861, 0.41
1862, 0.05
1863, 0.61
1864, 0.14
1865, 0.05
1866, 0.71
1867, 0.03
1868, 0.58
1869, 0.35
1870, 0.04
1871, 0.28
1872, 0.03
